Gene stable ID	Gene name	Chromosome/scaffold name
ENSMUSG00000034457	Eda2r	X
ENSMUSG00000081923	Gm9062	X
ENSMUSG00000083972	Gm14802	X
ENSMUSG00000046532	Ar	X
ENSMUSG00000082933	Gm14811	X
ENSMUSG00000081397	Gm14815	X
ENSMUSG00000083603	Gm14810	X
ENSMUSG00000031010	Usp9x	X
ENSMUSG00000094574	Gm15027	X
ENSMUSG00000094259	Gm14536	X
ENSMUSG00000084349	Rpl3-ps1	X
ENSMUSG00002076396	Gm55418	X
ENSMUSG00000083364	Llph-ps2	X
ENSMUSG00000100714	2010308F09Rik	X
ENSMUSG00000082090	Gm16481	X
ENSMUSG00000000787	Ddx3x	X
ENSMUSG00000031214	Ophn1	X
ENSMUSG00000081255	Gm5380	X
ENSMUSG00000080914	Gm7129	X
ENSMUSG00000080818	Gm9434	X
ENSMUSG00002076684	Gm55422	X
ENSMUSG00000088616	Gm26000	X
ENSMUSG00000051228	Nyx	X
ENSMUSG00000081597	Gm14506	X
ENSMUSG00000047694	Yipf6	X
ENSMUSG00000082549	Gm14813	X
ENSMUSG00000031216	Stard8	X
ENSMUSG00000083310	Gm5760	X
ENSMUSG00000031217	Efnb1	X
ENSMUSG00000073051	Gm14812	X
ENSMUSG00000085053	Gm14809	X
ENSMUSG00000034403	Pja1	X
ENSMUSG00000082505	Gm14816	X
ENSMUSG00000083682	Pcna-ps1	X
ENSMUSG00000071719	Nalf2	X
ENSMUSG00000059327	Eda	X
ENSMUSG00000082907	Gm14832	X
ENSMUSG00000083936	Gm14829	X
ENSMUSG00000080813	Gm14828	X
ENSMUSG00000076398	Mir676	X
ENSMUSG00000031220	Awat2	X
ENSMUSG00000051582	Otud6a	X
ENSMUSG00000031012	Cask	X
ENSMUSG00000031221	Igbp1	X
ENSMUSG00000067597	Dgat2l6	X
ENSMUSG00000040229	Gpr34	X
ENSMUSG00002075284	Gm55436	X
ENSMUSG00000047678	Gpr82	X
ENSMUSG00000082736	Gm5381	X
ENSMUSG00000088706	Gm25552	X
ENSMUSG00000015665	Awat1	X
ENSMUSG00000078346	H2al1n	X
ENSMUSG00000080733	Gm14867	X
ENSMUSG00000081886	Gm6175	X
ENSMUSG00000064772	Gm25202	X
ENSMUSG00000084907	Gm14505	X
ENSMUSG00000081763	Gm9435	X
ENSMUSG00000044359	P2ry4	X
ENSMUSG00000045217	Ppp1r2-ps9	X
ENSMUSG00000082838	Gm14519	X
ENSMUSG00000083931	Gm14518	X
ENSMUSG00000081994	Gm14517	X
ENSMUSG00000118898	Gm25207	X
ENSMUSG00002075606	Gm55437	X
ENSMUSG00001118666	Gm23516	X
ENSMUSG00000086048	Drr1	X
ENSMUSG00000081312	Gm14520	X
ENSMUSG00000083551	Gm14516	X
ENSMUSG00000023257	Cypt1	X
ENSMUSG00000083288	Csnk2a1-ps2	X
ENSMUSG00000025037	Maoa	X
ENSMUSG00000060890	Arr3	X
ENSMUSG00000040147	Maob	X
ENSMUSG00000015668	Pdzd11	X
ENSMUSG00000040138	Ndp	X
ENSMUSG00000025038	Efhc2	X
ENSMUSG00000081858	Gm14514	X
ENSMUSG00000119745	Gm22294	X
ENSMUSG00000034311	Kif4	X
ENSMUSG00000025040	Fundc1	X
ENSMUSG00000083140	Gm5073	X
ENSMUSG00000081614	Gm9436	X
ENSMUSG00000096716	Gm5755	X
ENSMUSG00000096235	Gm5123	X
ENSMUSG00000025043	Dusp21	X
ENSMUSG00000019359	Gdpd2	X
ENSMUSG00000085314	Gm14866	X
ENSMUSG00000086736	Gm14902	X
ENSMUSG00002075322	Gm55450	X
ENSMUSG00000000881	Dlg3	X
ENSMUSG00000037369	Kdm6a	X
ENSMUSG00000119205	n-R5s5	X
ENSMUSG00000081271	Gm14883	X
ENSMUSG00000037358	Dipk2b	X
ENSMUSG00000082757	Gm6923	X
ENSMUSG00000081654	Gm5383	X
ENSMUSG00000065422	Mir221	X
ENSMUSG00000065471	Mir222	X
ENSMUSG00000077277	Gm22783	X
ENSMUSG00000082680	Gm14885	X
ENSMUSG00000068149	Tex13c3	X
ENSMUSG00000084327	Gm14531	X
ENSMUSG00000119214	Gm23678	X
ENSMUSG00000081735	Gm14530	X
ENSMUSG00000084186	Rpl36-ps10	X
ENSMUSG00000080998	Gm5384	X
ENSMUSG00000037347	Chst7	X
ENSMUSG00000009670	Tex11	X
ENSMUSG00000089205	Gm24577	X
ENSMUSG00000088839	Gm27510	X
ENSMUSG00000081806	Gm14901	X
ENSMUSG00000081943	Gm9078	X
ENSMUSG00000037341	Slc9a7	X
ENSMUSG00000083033	Gm9083	X
ENSMUSG00000087415	Gm14529	X
ENSMUSG00000031297	Slc7a3	X
ENSMUSG00000060090	Rp2	X
ENSMUSG00000084137	Gm9085	X
ENSMUSG00000082855	Gm14537	X
ENSMUSG00000046032	Snx12	X
ENSMUSG00000088114	Gm24061	X
ENSMUSG00000083781	Gm14842	X
ENSMUSG00000077303	Gm22472	X
ENSMUSG00000037315	Jade3	X
ENSMUSG00000042903	Foxo4	X
ENSMUSG00000081529	Gm14884	X
ENSMUSG00000081390	Gm14538	X
ENSMUSG00000090141	Gm614	X
ENSMUSG00000023070	Rgn	X
ENSMUSG00000092463	Gm20489	X
ENSMUSG00000084830	Gm14539	X
ENSMUSG00000064398	Gm23628	X
ENSMUSG00000031059	Ndufb11	X
ENSMUSG00000031304	Il2rg	X
ENSMUSG00000031060	Rbm10	X
ENSMUSG00000001924	Uba1	X
ENSMUSG00000079487	Med12	X
ENSMUSG00000031065	Cdk16	X
ENSMUSG00000031066	Usp11	X
ENSMUSG00000096056	Gm21986	X
ENSMUSG00000118509	Gm39500	X
ENSMUSG00000031302	Nlgn3	X
ENSMUSG00000047797	Gjb1	X
ENSMUSG00000001127	Araf	X
ENSMUSG00000118865	Gm26065	X
ENSMUSG00002075646	Gm55484	X
ENSMUSG00000082393	Gm15028	X
ENSMUSG00000037217	Syn1	X
ENSMUSG00000093408	Mir5617	X
ENSMUSG00000001131	Timp1	X
ENSMUSG00000080757	Gm15029	X
ENSMUSG00000001128	Cfp	X
ENSMUSG00000009406	Elk1	X
ENSMUSG00000001134	Uxt	X
ENSMUSG00000054737	Zfp182	X
ENSMUSG00000031310	Zmym3	X
ENSMUSG00000037167	Spaca5	X
ENSMUSG00000031079	Zfp300	X
ENSMUSG00000062814	Ssxa1	X
ENSMUSG00000083892	Gm1848	X
ENSMUSG00000095316	Gm21876	X
ENSMUSG00000087358	4930453H23Rik	X
ENSMUSG00000087586	Gm6938	X
ENSMUSG00000068122	Agtr2	X
ENSMUSG00000077430	Gm22592	X
ENSMUSG00000081641	Gm9439	X
ENSMUSG00000081475	Gm14558	X
ENSMUSG00000031089	Slc6a14	X
ENSMUSG00002075810	Gm55499	X
ENSMUSG00000101818	Gm28269	X
ENSMUSG00000101776	Gm28268	X
ENSMUSG00000065074	Gm24535	X
ENSMUSG00000082175	Gm14563	X
ENSMUSG00000083030	Gm14561	X
ENSMUSG00000118511	Gm53006	X
ENSMUSG00000081064	Gm6071	X
ENSMUSG00000064685	Gm25812	X
ENSMUSG00000031311	Nono	X
ENSMUSG00000085073	Gm14562	X
ENSMUSG00000083290	Gm15030	X
ENSMUSG00000052025	Ppp1r2-ps7	X
ENSMUSG00000064659	Gm26131	X
ENSMUSG00000031312	Itgb1bp2	X
ENSMUSG00000083897	Gm14843	X
ENSMUSG00000081674	Gm6184	X
ENSMUSG00000036782	Klhl13	X
ENSMUSG00000080862	Gm14523	X
ENSMUSG00000082155	Gm7164	X
ENSMUSG00000036769	Wdr44	X
ENSMUSG00000081812	Gm4789	X
ENSMUSG00000068113	Tesl1	X
ENSMUSG00000090102	Tesl2	X
ENSMUSG00002076901	Gm55509	X
ENSMUSG00000083099	Gm4732	X
ENSMUSG00000083475	Gm9440	X
ENSMUSG00000098485	Gm6956	X
ENSMUSG00000087133	Gm27192	X
ENSMUSG00000084063	Gm5934	X
ENSMUSG00000081218	Gm4297	X
ENSMUSG00002075845	Gm55510	X
ENSMUSG00002076041	Gm55511	X
ENSMUSG00000093923	Gm5935	X
ENSMUSG00000094775	Gm2759	X
ENSMUSG00002075744	Gm55514	X
ENSMUSG00000082188	Gm2768	X
ENSMUSG00000096620	Gm5169	X
ENSMUSG00000096724	Gm54077	X
ENSMUSG00000073267	Gm1993	X
ENSMUSG00000080959	Gm2003	X
ENSMUSG00002075493	Gm55517	X
ENSMUSG00000095392	Gm7350	X
ENSMUSG00000086959	E330010L02Rik	X
ENSMUSG00000083060	Gm14533	X
ENSMUSG00000079655	Gm5168	X
ENSMUSG00000082639	Gm2012	X
ENSMUSG00002076972	Gm55518	X
ENSMUSG00000083628	Gm2030	X
ENSMUSG00000080819	Gm2005	X
ENSMUSG00000095063	Slx	X
ENSMUSG00002076659	Gm55519	X
ENSMUSG00000071788	Gm14525	X
ENSMUSG00000096907	Gm6113	X
ENSMUSG00000080725	Gm6121	X
ENSMUSG00000093984	Gm7365	X
ENSMUSG00000095423	Gm7375	X
ENSMUSG00000031314	Taf1	X
ENSMUSG00000095546	Gm10230	X
ENSMUSG00002075560	Gm55538	X
ENSMUSG00000093817	Gm2101	X
ENSMUSG00000094424	Gm7386	X
ENSMUSG00000095293	Gm10058	X
ENSMUSG00000085534	Gm2117	X
ENSMUSG00000095494	Gm7391	X
ENSMUSG00000034160	Ogt	X
ENSMUSG00000094624	Gm4836	X
ENSMUSG00000095356	Gm7398	X
ENSMUSG00000082729	Gm14845	X
ENSMUSG00000118478	Gm50476	X
ENSMUSG00000084197	Marcksl1-ps5	X
ENSMUSG00000050232	Cxcr3	X
ENSMUSG00000084284	Tpt1-ps6	X
ENSMUSG00000082541	Gm9095	X
ENSMUSG00000096457	Gm10147	X
ENSMUSG00000045010	Gm4779	X
ENSMUSG00002076729	Gm55547	X
ENSMUSG00000096911	Gm2165	X
ENSMUSG00000095089	Gm7408	X
ENSMUSG00000046774	8030474K03Rik	X
ENSMUSG00000081230	Gm9097	X
ENSMUSG00000118638	Gm3858	X
ENSMUSG00000082284	H3f3a-ps1	X
ENSMUSG00000079481	Nhsl2	X
ENSMUSG00000095887	Gm10096	X
ENSMUSG00000087712	Gm25828	X
ENSMUSG00002075831	Gm55549	X
ENSMUSG00000087462	Gm2200	X
ENSMUSG00000095802	Gm7415	X
ENSMUSG00000081224	Gm2066	X
ENSMUSG00000049191	Rtl5	X
ENSMUSG00000095906	Gm7421	X
ENSMUSG00000087208	Gm5125	X
ENSMUSG00000086691	Gm15432	X
ENSMUSG00000096137	Gm14527	X
ENSMUSG00002076641	Gm55550	X
ENSMUSG00000079480	Pin4	X
ENSMUSG00000081969	Gm16471	X
ENSMUSG00000051220	Ercc6l	X
ENSMUSG00000084142	Gm9103	X
ENSMUSG00000031320	Rps4x	X
ENSMUSG00000081263	Gm14859	X
ENSMUSG00000051159	Cited1	X
ENSMUSG00000085568	Gm14858	X
ENSMUSG00002076899	Gm55554	X
ENSMUSG00000067567	Hdac8	X
ENSMUSG00000034055	Phka1	X
ENSMUSG00000080899	Gm9109	X
ENSMUSG00000083414	Gm14840	X
ENSMUSG00000081443	Gm3880	X
ENSMUSG00000079479	Gm9112	X
ENSMUSG00000073027	Dmrtc1b	X
ENSMUSG00000080845	Gm9115	X
ENSMUSG00000081716	Gm14839	X
ENSMUSG00000081108	Gm4234	X
ENSMUSG00000083680	Gm9119	X
ENSMUSG00000082191	Gm5166	X
ENSMUSG00002075815	Gm55580	X
ENSMUSG00000067562	Dmrtc1c1	X
ENSMUSG00000082783	Gm9126	X
ENSMUSG00000081240	Gm16511	X
ENSMUSG00002075832	Gm55581	X
ENSMUSG00000067561	Dmrtc1c2	X
ENSMUSG00002076786	Gm55582	X
ENSMUSG00000032894	1700031F05Rik	X
ENSMUSG00000084397	Gm9133	X
ENSMUSG00000031323	Dmrtc1a	X
ENSMUSG00000079476	1700011M02Rik	X
ENSMUSG00000109745	1700018G05Rik	X
ENSMUSG00000081986	Gm14841	X
ENSMUSG00000083775	Gm14837	X
ENSMUSG00000081779	Gm21998	X
ENSMUSG00000084842	Pabpc1l2b	X
ENSMUSG00000080774	Gm9143	X
ENSMUSG00000086524	Pabpc1l2a	X
ENSMUSG00000084341	Gm3928	X
ENSMUSG00000081567	Gm14838	X
ENSMUSG00000048949	Gm6206	X
ENSMUSG00000031325	4930519F16Rik	X
ENSMUSG00000082229	Nap1l2	X
ENSMUSG00000083763	Gm9050	X
ENSMUSG00000080886	Gm14847	X
ENSMUSG00000098023	Gm19200	X
ENSMUSG00000083805	Gm14848	X
ENSMUSG00000083711	Gm3931	X
ENSMUSG00000031326	Cdx4	X
ENSMUSG00000081280	Gm9516	X
ENSMUSG00000031327	Chic1	X
ENSMUSG00000097953	Gm26952	X
ENSMUSG00000031329	Tsx	X
ENSMUSG00000098078	Gm26992	X
ENSMUSG00000085715	Tsix	X
ENSMUSG00000086503	Xist	X
ENSMUSG00002075825	Gm55585	X
ENSMUSG00002076282	Gm55586	X
ENSMUSG00002075094	Gm55587	X
ENSMUSG00000083502	Gm14861	X
ENSMUSG00000082746	Rps12-ps1	X
ENSMUSG00002075130	Gm55588	X
ENSMUSG00000082383	Gm9670	X
ENSMUSG00000082812	Gm14860	X
ENSMUSG00000043661	Gm9785	X
ENSMUSG00000081004	Gm9157	X
ENSMUSG00000065509	Mir421	X
ENSMUSG00000076269	Mir374b	X
ENSMUSG00000106465	Mir374c	X
ENSMUSG00000103697	Gm38020	X
ENSMUSG00002076054	Gm55590	X
ENSMUSG00000080796	Gm9159	X
ENSMUSG00002075282	Gm55591	X
ENSMUSG00002076966	Gm55592	X
ENSMUSG00002074928	Gm55593	X
ENSMUSG00000031330	Zcchc13	X
ENSMUSG00000095562	Gm55594	X
ENSMUSG00000096661	Gm15069	X
ENSMUSG00000093806	Asmt	X
ENSMUSG00000006200	Rhox6	X
ENSMUSG00000071767	Rhox7a	X
ENSMUSG00000064137	Rhox8	X
ENSMUSG00000079626	Rhox7b	X
ENSMUSG00000068048	Rhox9	X
ENSMUSG00000082734	Rhox11-ps1	X
ENSMUSG00000081133	Rhox11-ps2	X
ENSMUSG00000095180	Rhox5	X
ENSMUSG00000073001	Cylc1	X
ENSMUSG00000051592	Ccnb3	X
ENSMUSG00000062393	Dgkk	X
ENSMUSG00000083646	Gm6088	X
ENSMUSG00000042386	Tex13b	X
ENSMUSG00000082165	Gm7091	X
ENSMUSG00000031430	Vsig1	X
ENSMUSG00000031429	Psmd10	X
ENSMUSG00000081029	Gm15077	X
ENSMUSG00000083710	Gm15078	X
ENSMUSG00000079418	Atg4a	X
ENSMUSG00000079593	4933416I08Rik	X
ENSMUSG00000051851	Rtl8c	X
ENSMUSG00000083738	Gm14592	X
ENSMUSG00000084076	Gm14600	X
ENSMUSG00000067925	Rtl8a	X
ENSMUSG00000067924	Rtl8b	X
ENSMUSG00000071763	Gm53064	X
ENSMUSG00000055555	Ct55	X
ENSMUSG00000054727	1700013H16Rik	X
ENSMUSG00000082616	Gm6025	X
ENSMUSG00000084308	Gm14593	X
ENSMUSG00000059334	Zfp36l3	X
ENSMUSG00000054626	Xlr	X
ENSMUSG00000100249	Btbd35f23	X
ENSMUSG00002076087	Gm55603	X
ENSMUSG00000082018	Gm6322	X
ENSMUSG00000098559	Gm15013	X
ENSMUSG00000083741	Gm15297	X
ENSMUSG00000085466	Hmgn2l6	X
ENSMUSG00000086907	Gm15298	X
ENSMUSG00000081607	Gm15294	X
ENSMUSG00000067835	Gm14661	X
ENSMUSG00000081729	Hspa9-ps1	X
ENSMUSG00000086562	Gm14651	X
ENSMUSG00000083463	Gm4909	X
ENSMUSG00000084331	Gm8163	X
ENSMUSG00000081891	Gm14660	X
ENSMUSG00000045179	Sox3	X
ENSMUSG00000087565	Gm14662	X
ENSMUSG00000086577	Gm7076	X
ENSMUSG00000082226	Gm715	X
ENSMUSG00000025333	Gpr143	X
ENSMUSG00000083440	Rpl7a-ps12	X
ENSMUSG00000095597	Rps7-ps3	X
ENSMUSG00002076348	Gm55604	X
ENSMUSG00000067215	Usp51	X
ENSMUSG00000047238	Mageh1	X
ENSMUSG00000085982	9530051G07Rik	X
ENSMUSG00000089040	Gm26174	X
ENSMUSG00000064781	Gm22686	X
ENSMUSG00000083113	Rpl10-ps4	X
ENSMUSG00000119611	Gm24706	X
ENSMUSG00000046180	Magea13	X
ENSMUSG00000088157	Gm26351	X
ENSMUSG00000070110	Mir504	X
ENSMUSG00000088647	Gm26487	X
ENSMUSG00000081209	Gm14890	X
ENSMUSG00000081993	Gm8475	X
ENSMUSG00000045180	Shroom2	X
ENSMUSG00000088383	Gm24687	X
ENSMUSG00000006373	Pgrmc1	X
ENSMUSG00000059708	Akap17b	X
ENSMUSG00000081281	Rpl7-ps9	X
ENSMUSG00000037636	Slc25a43	X
ENSMUSG00000064530	Gm23613	X
ENSMUSG00000016319	Slc25a5	X
ENSMUSG00000016308	Ube2a	X
ENSMUSG00000084990	Gm14549	X
ENSMUSG00000006423	Steep1	X
ENSMUSG00000084265	Gm14541	X
ENSMUSG00000044149	Nkrf	X
ENSMUSG00000087155	Gm15008	X
ENSMUSG00000050379	Septin6	X
ENSMUSG00000081220	Gm14542	X
ENSMUSG00000044400	Sowahd	X
ENSMUSG00000087873	Gm26099	X
ENSMUSG00000093059	Gm24809	X
ENSMUSG00000025332	Kdm5c	X
ENSMUSG00002076760	Gm54596	X
ENSMUSG00000041115	Iqsec2	X
ENSMUSG00000083543	Gm14663	X
ENSMUSG00000071753	Cdr1os	X
ENSMUSG00002076010	Gm55038	X
ENSMUSG00000090546	Cdr1	X
ENSMUSG00000025665	Rps6ka6	X
ENSMUSG00000034551	Hdx	X
ENSMUSG00000083898	Gm7340	X
ENSMUSG00000120132		X
ENSMUSG00000120229		X
ENSMUSG00000120251		X
ENSMUSG00000109088	Gm44593	X
ENSMUSG00000085553	Gm14808	X
ENSMUSG00000085396	Firre	X
ENSMUSG00000120504		X
ENSMUSG00000120242		X
ENSMUSG00000119964		X
ENSMUSG00000084806	Gm15232	X
ENSMUSG00000120533		X
ENSMUSG00000119984		X
ENSMUSG00000086807	Platr21	X
ENSMUSG00000120303		X
ENSMUSG00000087620	5330434G04Rik	X
ENSMUSG00000097571	Jpx	X
ENSMUSG00000097497	Gm26652	X
ENSMUSG00000087396	4933407K13Rik	X
ENSMUSG00000086629	2810403D21Rik	X
ENSMUSG00000073274	Gm14636	X
ENSMUSG00000120757		X
ENSMUSG00000084771	A230072E10Rik	X
ENSMUSG00000120773	Gm32113	X
ENSMUSG00000120775		X
ENSMUSG00000120865		X
ENSMUSG00000087193	Gm14820	X
ENSMUSG00000120909	Gm39529	X
ENSMUSG00000120929		X
ENSMUSG00000051537	Gm5124	X
ENSMUSG00000086877	A230072C01Rik	X
ENSMUSG00000078122	F630028O10Rik	X
ENSMUSG00000120789		X
ENSMUSG00000086370	Ftx	X
ENSMUSG00000120836		X
ENSMUSG00000120414	Gm32261	X
ENSMUSG00000120664		X
ENSMUSG00000063018	2010204K13Rik	X
ENSMUSG00000087424	5730405O15Rik	X
ENSMUSG00000087174	5530601H04Rik	X
ENSMUSG00000121006		X
ENSMUSG00000043463	Rab9b	X
ENSMUSG00000082563	Gm15026	X
ENSMUSG00000080953	Gm15025	X
ENSMUSG00000048155	H2bw2	X
ENSMUSG00000081295	Gm6275	X
ENSMUSG00000072955	Tmsb15l	X
ENSMUSG00000089996	Tmsb15b2	X
ENSMUSG00000089768	Tmsb15b1	X
ENSMUSG00000044348	Slc25a53	X
ENSMUSG00000083445	Gm15038	X
ENSMUSG00000031428	Zcchc18	X
ENSMUSG00000087149	Itih6	X
ENSMUSG00000121322		X
ENSMUSG00000118608	Gm4988	X
ENSMUSG00000121394	Gm4988	X
ENSMUSG00000085998	AW822252	X
ENSMUSG00000121458	AW822252	X
ENSMUSG00000042498	Radx	X
ENSMUSG00000031438	Rnf128	X
ENSMUSG00000068173	Btg1b	X
ENSMUSG00000098348	Btg1c	X
ENSMUSG00000053909	Rhox10	X
ENSMUSG00000051038	Rhox11	X
ENSMUSG00000089963	Rhox11-ps3	X
ENSMUSG00000071766	Rhox12	X
ENSMUSG00000050197	Rhox13	X
ENSMUSG00000080942	Zfp36l1-ps	X
ENSMUSG00000048047	Zbtb33	X
ENSMUSG00000092794	Mir3110	X
ENSMUSG00000083556	Gm9043	X
ENSMUSG00000071721	1700010D01Rik	X
ENSMUSG00000035062	Zc4h2	X
ENSMUSG00000082887	Gm14607	X
ENSMUSG00000083683	Pou5f1-rs8	X
ENSMUSG00000081684	Rps2-ps13	X
ENSMUSG00000025626	Phf6	X
ENSMUSG00000025630	Hprt	X
ENSMUSG00000076050	Mir450b	X
ENSMUSG00000065486	Mir450-1	X
ENSMUSG00000076399	Mir450-2	X
ENSMUSG00000076140	Mir542	X
ENSMUSG00000101603	Gm28730	X
ENSMUSG00000087365	C430049B03Rik	X
ENSMUSG00000065503	Mir351	X
ENSMUSG00000076122	Mir503	X
ENSMUSG00000065418	Mir322	X
ENSMUSG00000095005	Astx6	X
ENSMUSG00000091821	Srsx	X
ENSMUSG00000095034	Gm17577	X
ENSMUSG00000084776	Gm14951	X
ENSMUSG00000096362	Rps12-ps21	X
ENSMUSG00000094288	Astx2	X
ENSMUSG00000094999	Gm17412	X
ENSMUSG00000095277	Rps12-ps22	X
ENSMUSG00000085536	Gm14950	X
ENSMUSG00000095108	Gm17467	X
ENSMUSG00000093796	Rps12-ps23	X
ENSMUSG00000095521	Astx5	X
ENSMUSG00000094015	Rps12-ps20	X
ENSMUSG00000083544	Oat-rs1	X
ENSMUSG00000085598	Gm14715	X
ENSMUSG00000081106	Gm7155	X
ENSMUSG00000082755	Gm8692	X
ENSMUSG00000084831	Gm14710	X
ENSMUSG00000082827	Gm5397	X
ENSMUSG00000083566	Gm14711	X
ENSMUSG00000086104	Gm14707	X
ENSMUSG00000086207	Gm14717	X
ENSMUSG00000071738	Cldn34b3	X
ENSMUSG00000081061	Gm14712	X
ENSMUSG00000083333	Magea7-ps	X
ENSMUSG00000082444	Gm14709	X
ENSMUSG00000073085	Cldn34b4	X
ENSMUSG00000081175	Gm5793	X
ENSMUSG00000079525	Cldn34d	X
ENSMUSG00000082824	Gm14716	X
ENSMUSG00000083810	Gm14713	X
ENSMUSG00002075938	Gm55069	X
ENSMUSG00000088530	Gm23280	X
ENSMUSG00000083482	Gm14706	X
ENSMUSG00000081697	Gm14714	X
ENSMUSG00000084202	Gm5398	X
ENSMUSG00000082517	Gm5757	X
ENSMUSG00000081622	Gm5937	X
ENSMUSG00000094864	Gm17521	X
ENSMUSG00000079450	Cldn34c1	X
ENSMUSG00000118415	Gm2411	X
ENSMUSG00000095474	Cldn34c2	X
ENSMUSG00000118430	Cldn34c3	X
ENSMUSG00000072049	Vmn2r121	X
ENSMUSG00000096831	Rps12-ps6	X
ENSMUSG00000095420	Astx1a	X
ENSMUSG00000094238	Rps12-ps11	X
ENSMUSG00000118451	Gm17584	X
ENSMUSG00000096318	Astx4a	X
ENSMUSG00000093990	Rps12-ps12	X
ENSMUSG00000118453	Gm17469	X
ENSMUSG00000094675	Astx4b	X
